dlinear,etth1,160,0.4280518889427185,0.46125340461730957
dlinear,etth1,192,0.4424043893814087,0.4711069166660309
dlinear,etth1,20,0.3079599440097809,0.3794627785682678
dlinear,etth1,24,0.3117792010307312,0.38157495856285095
dlinear,etth1,320,0.48370057344436646,0.5001590847969055
dlinear,etth1,360,0.49394145607948303,0.5078288316726685
dlinear,etth1,40,0.34119486808776855,0.4018474519252777
dlinear,etth1,48,0.35077303647994995,0.40785375237464905
dlinear,etth1,480,0.5252119302749634,0.5303074717521667
dlinear,etth1,720,0.5755704045295715,0.565629780292511
dlinear,etth1,80,0.383729487657547,0.4302048683166504
dlinear,etth1,96,0.39496910572052,0.4376826286315918
dlinear,etth2,160,0.18632304668426514,0.3002437353134155
dlinear,etth2,192,0.19696325063705444,0.31024056673049927
dlinear,etth2,20,0.0990511104464531,0.21564346551895142
dlinear,etth2,24,0.10388659685850143,0.22063636779785156
dlinear,etth2,320,0.23230169713497162,0.3431445360183716
dlinear,etth2,360,0.24341221153736115,0.3528490662574768
dlinear,etth2,40,0.1203242763876915,0.23781144618988037
dlinear,etth2,48,0.12642578780651093,0.24411478638648987
dlinear,etth2,480,0.2885103225708008,0.38892653584480286
dlinear,etth2,720,0.3503277897834778,0.4325639605522156
dlinear,etth2,80,0.14880678057670593,0.2659382224082947
dlinear,etth2,96,0.15813301503658295,0.27441897988319397
dlinear,ettm1,160,0.34673404693603516,0.3927636742591858
dlinear,ettm1,192,0.35603222250938416,0.3983209431171417
dlinear,ettm1,20,0.21137483417987823,0.2952718138694763
dlinear,ettm1,24,0.22993987798690796,0.30912092328071594
dlinear,ettm1,320,0.3956831097602844,0.4251966178417206
dlinear,ettm1,360,0.40326401591300964,0.4308810532093048
dlinear,ettm1,40,0.2759983241558075,0.3430878520011902
dlinear,ettm1,48,0.28797557950019836,0.3523235619068146
dlinear,ettm1,480,0.42221906781196594,0.4448433816432953
dlinear,ettm1,720,0.4535864293575287,0.4687969982624054
dlinear,ettm1,80,0.3072507381439209,0.36700233817100525
dlinear,ettm1,96,0.3112103343009949,0.3695599436759949
dlinear,ettm2,160,0.12688444554805756,0.24174830317497253
dlinear,ettm2,192,0.13370463252067566,0.24901685118675232
dlinear,ettm2,20,0.061476435512304306,0.1663743555545807
dlinear,ettm2,24,0.06696377694606781,0.1744232028722763
dlinear,ettm2,320,0.15830089151859283,0.2722075581550598
dlinear,ettm2,360,0.16474393010139465,0.2779349982738495
dlinear,ettm2,40,0.08246924728155136,0.19423219561576843
dlinear,ettm2,48,0.08809208124876022,0.2013896405696869
dlinear,ettm2,480,0.1827206313610077,0.29558464884757996
dlinear,ettm2,720,0.206583172082901,0.3166062831878662
dlinear,ettm2,80,0.1027083471417427,0.21737425029277802
dlinear,ettm2,96,0.10739954560995102,0.22169210016727448
dlinear,exchange,160,0.09829895943403244,0.23758192360401154
dlinear,exchange,192,0.11683586239814758,0.26120245456695557
dlinear,exchange,20,0.02566954866051674,0.11677525192499161
dlinear,exchange,24,0.02773711457848549,0.12222764641046524
dlinear,exchange,320,0.18524669110774994,0.33507367968559265
dlinear,exchange,360,0.2026955634355545,0.35153740644454956
dlinear,exchange,40,0.036883387714624405,0.14185862243175507
dlinear,exchange,48,0.03960200771689415,0.1478620320558548
dlinear,exchange,480,0.25503647327423096,0.40094873309135437
dlinear,exchange,720,0.3467308580875397,0.48118969798088074
dlinear,exchange,80,0.0555814690887928,0.17501986026763916
dlinear,exchange,96,0.06412851810455322,0.1889076828956604
dlinear,gweather,160,0.20492516458034515,0.2659527361392975
dlinear,gweather,192,0.21814648807048798,0.2765044569969177
dlinear,gweather,20,0.09726129472255707,0.1449471414089203
dlinear,gweather,24,0.10477002710103989,0.15561068058013916
dlinear,gweather,320,0.25824254751205444,0.3116474449634552
dlinear,gweather,360,0.26876288652420044,0.31872424483299255
dlinear,gweather,40,0.12963131070137024,0.18705017864704132
dlinear,gweather,48,0.1392316073179245,0.1996329426765442
dlinear,gweather,480,0.293732613325119,0.33976587653160095
dlinear,gweather,720,0.3299415111541748,0.3701164722442627
dlinear,gweather,80,0.16742856800556183,0.23129737377166748
dlinear,gweather,96,0.17684851586818695,0.24090802669525146
dlinear,ill,24,2.951349973678589,1.4059877395629883
dlinear,ill,36,2.8862669467926025,1.3848809003829956
dlinear,ill,48,2.4812543392181396,1.2699813842773438
dlinear,ill,60,2.266277551651001,1.1948076486587524
dlinear,wht,160,0.5048162937164307,0.5079438090324402
dlinear,wht,192,0.5169353485107422,0.5160678029060364
dlinear,wht,20,0.33607718348503113,0.37127554416656494
dlinear,wht,24,0.34941577911376953,0.3828333020210266
dlinear,wht,320,0.5467305183410645,0.5372586250305176
dlinear,wht,360,0.5532957315444946,0.5417520999908447
dlinear,wht,40,0.3982151746749878,0.4231802225112915
dlinear,wht,48,0.41556039452552795,0.4371253252029419
dlinear,wht,480,0.5756542086601257,0.5567933320999146
dlinear,wht,720,0.6159425377845764,0.5851097106933594
dlinear,wht,80,0.4595128297805786,0.472293496131897
dlinear,wht,96,0.47175613045692444,0.48175373673439026
dlinear.individual,etth1,160,0.4318903386592865,0.4655453860759735
dlinear.individual,etth1,192,0.44832539558410645,0.476355642080307
dlinear.individual,etth1,20,0.2990119755268097,0.37320220470428467
dlinear.individual,etth1,24,0.3048247694969177,0.3771339952945709
dlinear.individual,etth1,320,0.503416121006012,0.5143880248069763
dlinear.individual,etth1,360,0.521605372428894,0.5273057222366333
dlinear.individual,etth1,40,0.33506500720977783,0.39808863401412964
dlinear.individual,etth1,48,0.3453126847743988,0.40505704283714294
dlinear.individual,etth1,480,0.5615694522857666,0.5527566075325012
