autoformer,etth1,24,0.552217424,0.552869499
autoformer,etth1,48,0.621331513,0.574619651
autoformer,etth1,96,0.697750926,0.597476482
autoformer,etth1,192,0.793464422,0.667302787
autoformer,etth1,360,0.927673936,0.718558967
autoformer,etth1,720,1.072091699,0.797437906
autoformer,etth2,24,0.233410761,0.361410379
autoformer,etth2,48,0.321659565,0.427896231
autoformer,etth2,96,0.40857318,0.476355284
autoformer,etth2,192,0.282807857,0.382221371
autoformer,etth2,360,0.444551915,0.492151737
autoformer,etth2,720,0.880159676,0.760847092
autoformer,ettm1,24,0.698385,0.63760972
autoformer,ettm1,48,0.685407162,0.623516738
autoformer,ettm1,96,0.785639942,0.660388172
autoformer,ettm1,192,0.706419051,0.615160465
autoformer,ettm1,360,0.803705156,0.63439399
autoformer,ettm1,720,0.9656021,0.747772276
autoformer,ettm2,24,0.203991801,0.334652722
autoformer,ettm2,48,0.160712674,0.305341721
autoformer,ettm2,96,0.196937546,0.330584139
autoformer,ettm2,192,0.719887435,0.719674885
autoformer,ettm2,360,0.230528429,0.357764304
autoformer,ettm2,720,0.374663174,0.494896948
autoformer,exchange,24,0.08373227,0.225796357
autoformer,exchange,48,0.080040656,0.220737591
autoformer,exchange,96,0.107798152,0.248199046
autoformer,exchange,192,0.222017542,0.336473823
autoformer,exchange,360,0.329166055,0.44419843
autoformer,exchange,720,0.807112813,0.712321341
autoformer,gweather,24,2.415979624,1.285528064
autoformer,gweather,48,0.230667546,0.322651923
autoformer,gweather,96,1.173558235,0.86497277
autoformer,gweather,192,0.381402254,0.425161242
autoformer,gweather,360,0.358759165,0.395841569
autoformer,gweather,720,0.465358824,0.45185551
autoformer,ill,24,2.081765652,1.050380111
autoformer,ill,36,2.568998814,1.141416192
autoformer,ill,48,2.345701694,1.132505417
autoformer,ill,60,2.083844185,1.005031466
autoformer,wht,24,0.530541301,0.524975479
autoformer,wht,48,0.559566677,0.541507125
autoformer,wht,96,0.628327668,0.586173594
autoformer,wht,192,0.741197228,0.641968668
autoformer,wht,360,0.734845757,0.655845582
autoformer,wht,720,0.845757306,0.713502765
crossformer,etth1,24,0.357733309,0.415034026
crossformer,etth1,48,0.484537929,0.491878062
crossformer,etth1,96,0.583965242,0.548578084
crossformer,etth1,192,0.922804058,0.718357623
crossformer,etth1,360,0.923251212,0.725812674
crossformer,etth1,720,0.976690114,0.756141961
crossformer,etth2,24,0.145996481,0.276859879
crossformer,etth2,48,0.20724158,0.32978946
crossformer,etth2,96,0.290214002,0.387539148
crossformer,etth2,192,0.376110822,0.448800623
crossformer,etth2,360,0.373094052,0.446881443
crossformer,etth2,720,0.468153119,0.512622535
crossformer,ettm1,24,0.318232656,0.376488864
crossformer,ettm1,48,0.382374287,0.413980395
crossformer,ettm1,96,0.434311092,0.456442982
crossformer,ettm1,192,0.524216831,0.500053704
crossformer,ettm1,360,0.740926385,0.620489419
crossformer,ettm1,720,0.597074807,0.55617547
crossformer,ettm2,24,0.092646152,0.216456473
crossformer,ettm2,48,0.138521165,0.263708979
crossformer,ettm2,96,0.172901556,0.297284186
crossformer,ettm2,192,0.216150478,0.332507253
crossformer,ettm2,360,0.23560591,0.340417922
crossformer,ettm2,720,0.362422168,0.425716132
crossformer,exchange,24,0.076398522,0.209034696
crossformer,exchange,48,0.174506843,0.319195271
crossformer,exchange,96,0.534317195,0.563487649
crossformer,exchange,192,0.374530047,0.481746942
crossformer,exchange,360,0.964670718,0.792717338
crossformer,exchange,720,1.684260368,1.096586108
crossformer,gweather,24,0.111192599,0.16135551
crossformer,gweather,48,0.157056764,0.220080614
crossformer,gweather,96,0.198719829,0.265189707
crossformer,gweather,192,0.24280338,0.311054021
crossformer,gweather,360,0.300238669,0.353630871
